ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
227,Cheese - Taleggio D.o.p.,55.4699,5,Low,2018-04-14 00:24:57.440,Weak,False,5
228,Sauce - Hollandaise,77.8083,3,High,2017-12-19 11:58:41.190,Durable,False,19
229,Bread - Hot Dog Buns,57.9838,9,Medium,2017-07-27 08:25:19.790,Weak,False,72
230,"Wine - Cahors Ac 2000, Clos",83.5389,11,Medium,2017-09-01 03:29:58.290,Weak,False,62
231,Crush - Cream Soda,68.3066,5,Medium,2017-12-24 16:29:34.060,Durable,True,4
232,Quiche Assorted,33.949,3,Medium,2018-01-12 18:03:01.840,Weak,False,29
233,Duck - Breast,56.6209,11,Low,2017-05-04 00:49:23.860,Durable,True,27
234,Tofu - Firm,72.7457,1,Medium,2017-02-27 05:41:24.410,Weak,False,67
235,Bread - English Muffin,34.5061,6,High,2018-05-09 04:42:48.650,Durable,False,45
236,Tomato - Tricolor Cherry,85.694,1,Low,2017-10-02 00:56:42.020,Durable,True,46
237,Mayonnaise - Individual Pkg,65.6303,8,Low,2017-12-29 21:22:55.960,Weak,False,49
238,Garlic,28.4065,6,Medium,2017-05-22 21:55:14.430,Durable,False,72
239,"Soup - Campbells, Cream Of",7.6019,5,Medium,2017-06-03 20:05:36.490,Weak,True,5
240,Wine - Chablis 2003 Champs,70.8596,4,Low,2017-05-14 16:57:29.640,Weak,False,56
241,Cheese - Cheddarsliced,67.8151,9,Medium,2017-04-17 05:44:01.430,Durable,False,2
242,Thermometer Digital,32.65,9,Low,2017-05-17 13:44:53.920,Weak,False,35
243,Sun - Dried Tomatoes,45.1883,6,Medium,2017-11-02 21:24:49.460,Weak,False,65
244,Beef - Rib Eye Aaa,94.0664,2,Low,2018-01-04 07:58:36.760,Durable,True,45
245,Grouper - Fresh,37.6791,1,Medium,2018-04-04 01:39:16.490,Weak,False,6
246,Ice Cream Bar - Hageen Daz To,48.5371,9,Low,2017-12-10 07:32:58.640,Weak,False,2
247,Juice - Apple Cider,59.0033,9,High,2017-03-14 08:05:51.620,Weak,False,17
248,Beef - Inside Round,99.3193,7,Low,2017-04-29 04:24:05.700,Durable,False,79
249,Cookie Dough - Double,76.6201,10,Medium,2017-06-05 17:53:34.170,Weak,True,278
250,"Soup - Campbells, Beef Barley",64.4951,1,Low,2017-05-17 01:55:14.020,Durable,False,58
251,"Oranges - Navel, 72",11.7087,5,Low,2017-07-01 03:39:58.820,Weak,True,39
252,Nantucket - Pomegranate Pear,27.8169,4,Medium,2017-09-28 11:11:20.030,Weak,False,35
253,Wanton Wrap,76.24,7,High,2017-03-29 18:21:54.320,Durable,False,36
254,"Soup - Canadian Pea, Dry Mix",77.7804,1,Low,2017-12-04 16:48:58.390,Weak,True,338
255,Kellogs All Bran Bars,29.2287,3,Low,2018-03-05 21:35:46.830,Weak,False,73
256,Soup Knorr Chili With Beans,95.7024,6,Medium,2018-05-03 12:24:25.100,Durable,False,78
257,"Pasta - Detalini, White, Fresh",84.438,11,High,2017-03-30 01:14:30.260,Durable,False,3
258,Tea - English Breakfast,31.0939,1,Low,2017-02-16 18:45:37.370,Weak,False,73
259,Veal - Eye Of Round,67.4367,7,High,2017-04-10 22:38:36.190,Durable,True,41
260,"Yogurt - Blueberry, 175 Gr",26.8886,7,Low,2017-08-13 16:55:38.420,Durable,False,15
261,Chinese Foods - Chicken,22.0901,9,High,2017-08-14 10:12:42.010,Durable,True,85
262,Bagel - Plain,36.4605,7,Medium,2017-04-19 07:59:57.570,Durable,False,9999
263,Soupfoamcont12oz 112con,50.7497,7,Low,2018-03-20 00:16:31.820,Weak,False,52
264,Juice - V8 Splash,49.4497,3,High,2017-06-02 19:59:14.110,Durable,True,15
265,"Mushroom - Porcini, Dry",13.9292,10,Medium,2018-03-20 05:01:16.260,Weak,False,220
266,Clam Nectar,68.1097,7,High,2017-05-19 23:03:59.730,Weak,False,58
267,Grapes - Red,5.125,2,Medium,2017-05-28 06:03:35.710,Durable,True,19
268,Vanilla Beans,97.8435,9,Low,2017-01-25 07:58:22.340,Durable,False,22
269,Wine - Blue Nun Qualitatswein,26.706,11,Medium,2018-03-10 14:14:07.360,Durable,True,31
270,Cheese Cloth No 100,4.4216,6,Medium,2018-04-17 23:10:53.140,Durable,False,4
271,Banana - Leaves,73.3954,5,High,2017-08-13 12:39:01.070,Durable,True,74
272,"Chocolate - Semi Sweet, Calets",68.1134,2,Low,2017-08-01 07:31:07.050,Weak,True,14
273,Bandage - Flexible Neon,77.5913,4,Medium,2018-03-21 17:22:29.260,Weak,False,89
274,Papayas,88.1192,2,Low,2018-01-03 21:48:36.440,Weak,False,56
275,Corn Meal,50.146,1,Medium,2018-02-03 20:52:22.080,Durable,True,68
276,Snapple - Iced Tea Peach,49.2508,5,High,2017-02-20 02:02:31.300,Durable,True,61
277,Sea Bass - Whole,55.4964,9,Medium,2017-05-06 10:12:35.440,Durable,False,70
278,Apricots - Halves,0.3735,11,Medium,2017-11-09 08:22:26.040,Weak,False,25
279,Beef - Texas Style Burger,91.1828,1,Low,2017-09-14 03:43:07.710,Durable,True,35
280,Onion Powder,61.8352,5,Medium,2018-01-26 10:28:47.910,Durable,False,75
281,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,High,2017-08-06 19:23:16.790,Durable,True,43
282,"Lemonade - Natural, 591 Ml",56.1506,10,Low,2017-12-16 20:00:51.740,Durable,False,32
283,Bread Fig And Almond,1.1882,4,Low,2017-07-16 18:05:07.010,Durable,False,74
284,Beer - Rickards Red,93.4888,9,Low,2017-03-13 06:30:05.770,Weak,False,40
285,Cheese - Mix,71.8302,7,Low,2017-03-03 23:49:59.470,Durable,False,3
286,Beef - Prime Rib Aaa,40.4897,2,Low,2017-03-29 05:18:14.030,Durable,False,44
287,Bread - Italian Roll With Herbs,57.709,7,Medium,2017-10-16 23:41:07.520,Durable,True,31
288,"Orange - Canned, Mandarin",78.8405,11,Low,2017-10-07 08:00:25.480,Durable,True,231
289,Sword Pick Asst,43.5169,10,Low,2017-05-03 08:05:37.580,Durable,False,20
290,Sauce - Rosee,38.8037,1,Low,2017-01-06 16:18:23.540,Durable,True,20
291,"Crab - Dungeness, Whole",1.2559,2,Medium,2017-07-05 23:42:11.760,Durable,False,46
292,Turkey - Oven Roast Breast,34.5364,8,Low,2017-11-13 02:37:18.580,Durable,False,83
293,Garlic - Elephant,60.9698,11,Medium,2017-02-11 23:16:38.230,Durable,False,19
294,Wine - Alsace Gewurztraminer,80.7133,10,Low,2018-02-28 03:09:58.080,Weak,False,17
295,"Ice - Clear, 300 Lb For Carving",48.7695,7,Low,2018-02-07 06:44:47.630,Durable,True,48
296,Wine - Valpolicella Masi,31.3545,3,Low,2018-05-07 21:44:03.870,Weak,False,79
297,Hinge W Undercut,81.9003,3,Low,2017-07-07 13:28:22.110,Durable,True,37
298,Pop Shoppe Cream Soda,95.7387,4,Medium,2017-06-03 01:25:35.340,Durable,False,4
299,Fuji Apples,80.1371,4,Medium,2018-02-24 02:57:20.510,Durable,False,24
300,"Beans - Kidney, Canned",69.5694,5,Medium,2017-11-16 02:35:16.760,Durable,True,281
301,Beer - Labatt Blue,43.412,8,Medium,2017-07-16 01:29:22.930,Weak,False,74
302,"Doilies - 5, Paper",61.1598,11,Medium,2017-02-18 00:07:29.280,Durable,False,9999
303,Cod - Black Whole Fillet,72.6133,7,High,2017-06-28 14:09:58.350,Durable,False,70
304,Banana Turning,72.1984,5,High,2017-06-27 18:42:41.030,Durable,True,77
305,Pastry - Cheese Baked Scones,91.0997,8,Medium,2018-02-10 13:16:12.950,Weak,True,4
306,"Pepper - White, Ground",43.5953,4,Low,2018-04-08 20:08:51.780,Durable,True,35
307,Foam Cup 6 Oz,50.2256,1,High,2017-11-16 17:48:50.780,Durable,False,28
308,Tea - Decaf Lipton,88.1209,6,High,2017-08-02 20:33:17.890,Durable,False,28
309,Muffin Batt - Choc Chk,27.6344,11,Medium,2018-03-09 19:56:36.310,Durable,True,34
310,Coffee - Dark Roast,79.978,9,Low,2018-01-14 19:33:15.530,Weak,False,40
311,Wonton Wrappers,40.206,9,High,2017-12-29 02:11:49.650,Weak,False,30
312,Salmon - Sockeye Raw,84.0645,1,Low,2017-09-27 16:52:04.230,Weak,True,81
313,Veal - Slab Bacon,39.9111,11,High,2017-10-12 15:02:29.670,Durable,False,58
314,Salmon Steak - Cohoe 8 Oz,5.6015,2,Medium,2017-07-23 12:09:48.290,Durable,True,63
315,Wine - Gato Negro Cabernet,93.8047,6,Medium,2017-01-07 21:32:21.630,Durable,True,74
316,Cheese - Victor Et Berthold,65.9395,11,High,2018-01-05 14:11:50.270,Weak,False,2
317,Water - Green Tea Refresher,35.2723,3,Low,2018-02-10 13:54:50.560,Weak,False,4
318,Ecolab - Solid Fusion,57.261,10,High,2018-01-07 17:46:26.050,Durable,False,60
319,Towels - Paper / Kraft,77.6195,7,High,2017-04-01 20:09:14.640,Durable,False,9999
320,Yogurt - French Vanilla,73.4396,9,Low,2017-12-22 23:43:02.230,Durable,False,43
321,"Potatoes - Instant, Mashed",10.4007,1,Medium,2017-12-10 23:22:52.220,Durable,False,1
322,Onions - Vidalia,26.2846,2,Medium,2017-12-28 22:03:10.240,Durable,False,76
323,Extract - Lemon,54.3266,10,High,2018-01-31 23:52:44.760,Weak,False,83
324,Apricots - Dried,87.9023,10,Low,2018-03-04 21:55:43.810,Durable,True,41
325,Halibut - Fletches,3.1657,5,Low,2017-10-13 23:28:41.380,Durable,True,41
326,Appetizer - Mushroom Tart,38.859,9,High,2018-02-07 10:01:42.490,Durable,False,34
327,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,Medium,2017-06-20 08:14:28.810,Durable,False,77
328,Tuna - Salad Premix,96.8781,6,Medium,2017-01-22 14:12:31.170,Durable,True,2
329,"Pork - Loin, Center Cut",39.3496,6,High,2018-04-05 15:03:48.810,Weak,True,34
330,Olives - Kalamata,18.7914,10,Medium,2018-02-05 23:08:18.220,Durable,False,77
331,Cookies Cereal Nut,67.3505,3,High,2017-12-23 12:34:09.200,Durable,False,327
332,Bouq All Italian - Primerba,59.7578,5,Low,2018-04-12 08:47:00.100,Durable,False,81
333,Cheese - Cottage Cheese,20.2364,7,High,2018-01-23 05:25:05.530,Weak,False,3
334,Ecolab - Lime - A - Way 4/4 L,21.6133,7,High,2018-03-08 01:07:50.950,Weak,True,53
335,"Oil - Shortening,liqud, Fry",18.4231,9,Low,2017-07-14 08:59:24.970,Weak,False,34
336,Broom - Corn,71.9241,2,Low,2017-06-19 19:15:47.500,Durable,True,46
337,Bread - Rye,83.5373,3,Low,2017-06-21 05:50:53.390,Durable,True,22
338,Cheese - Camembert,28.9899,11,Low,2017-01-19 23:22:25.970,Durable,False,4
339,Beef - Striploin Aa,2.389,2,Medium,2017-06-09 17:13:52.820,Weak,False,24
340,Veal - Sweetbread,28.2349,3,High,2017-04-04 03:41:07.690,Durable,True,23
341,"Bread - Roll, Canadian Dinner",90.2641,1,Low,2017-09-19 11:29:23.250,Weak,True,231
342,Mangoes,69.5881,1,Medium,2017-03-17 03:07:49.620,Durable,False,79
343,Otomegusa Dashi Konbu,51.2061,1,High,2017-12-07 12:03:49.170,Durable,False,68
344,Sausage - Liver,63.5389,2,Low,2017-08-26 12:32:22.060,Durable,False,24
345,Bread - Calabrese Baguette,98.5978,4,Medium,2017-05-18 14:06:33.900,Durable,False,9999
346,Cheese - Parmesan Grated,17.1914,1,Low,2018-02-15 06:50:07.540,Durable,True,4
347,Pail For Lid 1537,94.6253,8,Low,2017-02-01 11:34:48.910,Durable,True,67
348,Pasta - Cheese / Spinach Bauletti,55.3683,10,Low,2017-11-29 11:06:49.950,Durable,True,5
349,Puree - Mocha,86.9086,4,Medium,2018-02-21 05:37:36.440,Durable,True,87
350,Isomalt,82.83,8,Low,2017-02-02 16:32:57.360,Durable,True,68
351,Hot Chocolate - Individual,96.0823,1,High,2017-03-28 07:49:13.300,Durable,False,50
352,"Beef - Tenderlion, Center Cut",24.6393,4,Low,2017-11-06 19:41:56.060,Durable,False,81
353,Milk Powder,18.1191,8,Medium,2017-03-04 05:16:20.700,Weak,True,2
354,Crackers Cheez It,6.6975,7,Medium,2017-03-05 03:14:18.270,Durable,False,18
355,Olives - Stuffed,59.1687,5,Low,2018-04-15 03:12:24.540,Durable,False,53
356,Dc - Frozen Momji,17.1274,6,High,2017-11-25 03:26:12.700,Durable,False,328
357,Tilapia - Fillets,6.8332,2,Medium,2017-05-27 00:14:44.530,Durable,False,68
358,"Cheese - Boursin, Garlic / Herbs",84.7111,9,Medium,2017-09-02 16:14:14.540,Durable,True,6
359,Rice - Long Grain,69.0327,8,High,2018-01-21 19:13:59.660,Durable,True,217
360,Wine - Hardys Bankside Shiraz,52.2407,10,Medium,2017-01-04 03:14:30.460,Durable,True,53
361,Coffee Decaf Colombian,36.4516,2,Medium,2017-10-20 11:54:22.960,Weak,True,29
362,Cumin - Whole,53.3476,7,Medium,2017-10-26 03:36:19.600,Durable,False,82
363,Cornflakes,48.7712,11,High,2017-09-06 05:29:29.090,Durable,True,24
364,Cattail Hearts,8.8429,1,High,2017-02-01 20:48:18.090,Durable,False,57
365,"Wine - Red, Harrow Estates, Cab",12.6274,7,Medium,2017-01-23 06:59:06.330,Weak,True,85
366,Tahini Paste,80.4483,4,High,2018-01-25 17:24:49.550,Durable,False,58
367,Bread - Italian Corn Meal Poly,63.8281,5,Medium,2018-01-12 11:26:58.700,Durable,True,30
368,Flour - Teff,18.2978,4,Low,2017-12-14 13:54:38.720,Durable,False,289
369,Rambutan,87.1785,5,Medium,2017-01-10 03:10:23.310,Durable,True,30
370,Muffin - Carrot Individual Wrap,21.8806,4,Low,2017-11-28 02:16:34.130,Weak,True,65
371,Creme De Banane - Marie,82.4022,8,High,2017-07-18 08:20:56.880,Durable,False,50
372,Wine - Two Oceans Cabernet,6.2824,3,Low,2018-01-22 14:32:24.580,Durable,True,49
373,Beef - Montreal Smoked Brisket,54.8719,9,Medium,2017-08-01 00:32:33.220,Durable,False,54
374,Jagermeister,49.3846,5,Low,2018-05-07 16:28:06.950,Durable,False,65
375,Snapple Lemon Tea,83.1755,8,High,2017-04-05 12:13:38.970,Durable,True,45
376,Pasta - Angel Hair,40.8126,11,High,2017-09-26 20:15:02.590,Durable,True,82
377,"Wine - Red, Cooking",75.0785,1,Medium,2017-01-22 09:59:21.060,Durable,False,80
378,Bread Foccacia Whole,90.7877,9,High,2017-06-08 11:20:22.690,Durable,False,39
379,Smoked Paprika,89.3046,7,High,2017-10-18 07:49:09.900,Durable,False,63
380,Wine - White Cab Sauv.on,85.9743,4,High,2018-01-05 16:38:33.840,Durable,True,31
381,Vaccum Bag 10x13,44.2337,1,High,2018-01-06 22:26:53.580,Durable,False,9999
382,Soup - Campbells Bean Medley,51.7754,4,Medium,2017-11-28 21:07:38.870,Weak,False,38
383,Cake - Box Window 10x10x2.5,9.9694,2,High,2017-04-10 08:34:54.730,Weak,False,55
384,Fond - Neutral,56.5197,10,High,2018-03-03 22:30:51.450,Durable,True,44
385,"Pork - Back, Short Cut, Boneless",22.7091,10,High,2017-11-11 15:19:04.910,Durable,False,40
386,Sprouts - Baby Pea Tendrils,42.7112,10,Medium,2017-02-16 16:52:13.130,Weak,False,51
387,Fondant - Icing,41.6386,9,High,2018-02-09 03:30:39.400,Durable,False,74
388,Table Cloth 120 Round White,13.5389,1,Medium,2017-11-21 02:10:47.260,Durable,True,9999
389,Pomello,62.4447,3,Medium,2018-04-01 21:55:26.420,Durable,False,26
390,"Seedlings - Mix, Organic",1.2956,3,Low,2017-12-27 05:33:12.280,Durable,False,29
391,Bread - Bistro White,65.0908,1,Medium,2017-01-24 19:01:02.970,Durable,True,34
392,Puree - Passion Fruit,98.8263,5,High,2018-02-25 13:36:38.850,Durable,True,13
393,Olive - Spread Tapenade,59.9572,1,Low,2017-05-08 04:08:26.320,Durable,False,81
394,Rum - Mount Gay Eclipes,50.1484,3,High,2017-06-06 13:59:22.350,Durable,True,58
395,Juice - Lime,91.7833,1,Low,2017-10-22 15:46:44.740,Weak,True,18
396,Tea - Jasmin Green,36.9165,6,High,2018-04-03 07:53:03.650,Durable,False,15
397,Juice - Happy Planet,20.8169,1,Medium,2017-11-17 21:38:20.540,Weak,False,20
398,Wine - Wyndham Estate Bin 777,42.3632,11,High,2017-11-05 15:15:31.080,Weak,True,67
399,Berry Brulee,50.9114,6,Medium,2017-08-04 05:33:15.730,Durable,True,73
400,Carbonated Water - Blackcherry,18.1495,1,High,2017-08-30 20:41:44.350,Durable,True,72
401,"Tart Shells - Sweet, 4",53.3634,2,High,2017-02-03 19:23:08.840,Durable,False,77
402,Butter - Unsalted,76.3275,5,High,2017-06-27 21:40:10.190,Durable,False,353
403,Liners - Baking Cups,68.1898,5,Medium,2017-11-20 07:56:26.630,Durable,False,48
404,Pants Custom Dry Clean,65.028,1,Medium,2017-03-27 03:21:02.310,Durable,False,317
405,Pastry - Raisin Muffin - Mini,0.4278,11,Medium,2017-11-25 08:12:00.480,Durable,True,74
406,"Shrimp - Baby, Warm Water",89.7999,9,High,2017-07-13 17:16:48.730,Durable,False,43
407,"Pepsi - Diet, 355 Ml",69.7674,7,High,2017-04-08 19:09:22.830,Weak,False,22
408,Blueberries,68.7346,4,Low,2017-03-06 12:48:13.750,Durable,False,33
409,Skirt - 29 Foot,23.522,11,Medium,2018-04-08 15:00:39.310,Durable,False,36
410,Fenngreek Seed,18.356,6,Low,2017-07-20 06:57:21.940,Durable,False,52
411,Durian Fruit,42.0489,6,Low,2017-11-03 17:26:51.640,Durable,True,9
412,Lettuce - California Mix,16.0456,5,High,2018-04-27 12:54:21.840,Weak,True,44
413,Ice Cream Bar - Oreo Cone,95.4065,3,High,2018-03-25 08:25:04.650,Durable,False,2
414,Sauerkraut,83.0585,7,Low,2017-01-17 02:35:25.820,Durable,False,31
415,Mussels - Frozen,8.0069,10,High,2017-05-07 04:47:36.890,Durable,False,262
416,Baking Powder,84.6763,10,Low,2018-03-31 14:46:44.090,Weak,True,44
417,"Lamb - Pieces, Diced",43.3781,5,Medium,2017-07-18 19:01:24.860,Durable,False,89
418,Truffle Cups - Brown,92.2516,2,Low,2017-11-12 06:58:37.640,Durable,True,57
419,Pork - Belly Fresh,86.1338,3,Low,2017-07-31 05:29:13.180,Weak,True,3
420,Whmis - Spray Bottle Trigger,69.9163,9,High,2018-04-15 14:06:53.200,Weak,True,22
421,Soup V8 Roasted Red Pepper,38.8096,6,High,2018-04-25 13:54:10.160,Durable,False,55
422,"Garlic - Primerba, Paste",50.2892,5,High,2017-02-22 09:16:11.430,Weak,False,74
423,"Fish - Scallops, Cold Smoked",55.8531,2,Medium,2018-01-21 15:59:12.310,Durable,False,3
424,Vinegar - Tarragon,85.8828,3,Medium,2017-05-23 21:37:11.040,Durable,False,82
425,Wine - Redchard Merritt,56.7898,4,Medium,2017-11-04 07:15:31.160,Weak,False,62
426,Scallops - Live In Shell,83.5759,2,Low,2017-09-29 18:44:18.040,Durable,False,51
427,Wine - Vineland Estate Semi - Dry,46.3252,3,High,2017-09-17 10:23:58.260,Durable,False,358
428,Wine - Ruffino Chianti,4.7235,7,Medium,2017-02-25 10:33:10.870,Durable,True,63
429,Beef - Short Loin,57.6013,4,High,2017-07-17 00:41:22.210,Weak,False,84
430,Milk - 1%,46.2589,2,Low,2017-05-12 04:20:35.330,Durable,False,6
431,Muffin Chocolate Individual Wrap,19.9957,10,Medium,2018-03-18 22:36:42.060,Weak,False,18
432,Beer - Original Organic Lager,32.7153,2,High,2017-07-26 18:43:49.990,Durable,False,80
433,"Beans - Kidney, Red Dry",39.8762,3,Low,2018-03-14 05:47:06.970,Durable,False,221
434,Cookie - Dough Variety,71.1551,7,Low,2017-02-18 11:07:25.550,Weak,True,308
435,"Salsify, Organic",32.6109,8,High,2017-12-02 21:15:24.990,Durable,True,83
436,Table Cloth 81x81 White,67.9063,7,High,2017-07-13 00:46:43.380,Durable,False,9999
437,Chips Potato All Dressed - 43g,83.5856,10,High,2017-01-09 13:11:12.230,Durable,False,56
438,Juice - Orange,44.9415,2,Low,2017-01-15 05:13:52.420,Durable,False,9
439,"Beef - Chuck, Boneless",56.0919,11,Medium,2017-04-09 14:18:50.960,Durable,False,32
440,Pork - Inside,32.9092,1,Low,2017-05-01 22:02:16.170,Durable,False,66
441,Blackberries,72.9439,3,Medium,2018-03-19 21:42:50.300,Weak,False,86
442,Wine - Ej Gallo Sierra Valley,72.9041,6,Medium,2017-12-06 14:42:25.640,Durable,False,22
443,Lettuce - Spring Mix,90.0169,2,Low,2017-12-22 11:10:07.960,Durable,False,43
444,Cheese - Cambozola,44.0886,8,Low,2017-09-13 14:58:04.470,Durable,False,4
445,Pastry - Choclate Baked,59.2467,8,High,2017-02-23 12:06:20.630,Weak,False,48
446,Sunflower Seed Raw,49.0452,7,High,2017-02-06 06:06:41.130,Durable,False,89
447,"Salmon - Atlantic, Skin On",3.4198,3,High,2018-04-12 05:11:34.210,Durable,True,25
448,Gatorade - Xfactor Berry,76.8988,5,Low,2017-04-22 01:33:00.490,Durable,False,60
449,Nantuket Peach Orange,42.1414,4,Low,2017-01-31 09:11:45.450,Durable,False,24
450,Wine - Vidal Icewine Magnotta,7.107,3,Low,2017-12-01 01:00:00.650,Durable,False,24
451,Soup - Campbells Tomato Ravioli,93.5384,1,Low,2017-09-16 12:51:38.780,Durable,False,80
452,Napkin White - Starched,28.5653,11,Low,2017-01-06 14:39:42.890,Durable,False,52
